source,target,value
Noel,Balwyn,725000
Noel,Balwyn,602000
Fletchers,Balwyn,830000
Kay,Balwyn North,1300000
hockingstuart,Balwyn North,1940000
Jellis,Balwyn North,1590000
Biggin,Bayswater,705000
Ray,Beaumaris,2200000
Gary,Bentleigh,420000
Gary,Bentleigh,1479000
hockingstuart,Bentleigh East,1655000
Buxton,Bentleigh East,1430000
C21,Berwick,667000
Buxton,Black Rock,1080000
Purplebricks,Brighton East,1750800
Buxton,Brighton East,1605000
Buxton,Brighton East,1035000
YPA,Broadmeadows,505000
Jas,Brooklyn,663000
Walshe,Brunswick,860000
Jellis,Brunswick,2545000
Nelson,Brunswick,1405000
Nelson,Brunswick,460000
Biggin,Brunswick East,1210000
Ray,Brunswick West,460000
Brad,Brunswick West,1075000
Ray,Bundoora,880000
Jellis,Burnley,1837500
Barry,Burnside Heights,593000
Buxton,Burwood,1642000
Ray,Burwood East,780000
Jellis,Camberwell,1290000
Marshall,Canterbury,1930000
Jellis,Canterbury,2408000
Kay,Canterbury,4750000
hockingstuart,Carnegie,1042000
Gary,Carnegie,1450000
Harcourts,Carrum Downs,525000
Marshall,Caulfield North,1417500
Woodards,Chadstone,510000
Buxton,Cheltenham,601000
Buxton,Cheltenham,1145000
Hoskins,Chirnside Park,911982
Buxton,Clayton,1040000
Nelson,Clifton Hill,1460000
Ray,Coburg North,865000
Kay,Collingwood,1135000
Jellis,Collingwood,900000
@Realty,Craigieburn,499000
Raine,Craigieburn,506000
Ray,Craigieburn,430000
Ray,Craigieburn,420000
Biggin,Cremorne,570000
Philip,Croydon,637000
Fletchers,Croydon Hills,905000
Fletchers,Croydon North,835000
Bells,Derrimut,610000
Ray,Dingley Village,1255000
Fletchers,Doncaster East,871000
Barry,Doncaster East,1451000
Noel,Doncaster East,1385000
Jellis,Doncaster East,1360000
O'Brien,Edithvale,1850000
Ray,Edithvale,612500
Morrison,Eltham,855000
Barry,Eltham,855000
Buckingham,Eltham North,895000
RT,Elwood,902000
Chisholm,Elwood,1410000
hockingstuart,Elwood,1360000
Harcourts,Epping,500000
Love,Epping,573000
Harcourts,Epping,465000
Barry,Epping,545000
Barry,Essendon,1980000
Nelson,Essendon,830000
Nelson,Essendon,886000
Barry,Essendon North,445000
Barry,Essendon West,1050000
Hodges,Fawkner,800000
Brad,Fawkner,786000
Schroeder,Ferntree Gully,617000
Nelson,Flemington,990000
Biggin,Footscray,455000
Fletchers,Forest Hill,680000
Jason,Gladstone Park,755000
Jellis,Glen Iris,762000
hockingstuart,Glen Iris,1501000
Harcourts,Glen Waverley,1100000
McGrath,Glen Waverley,1135000
Brad,Glenroy,865000
Brad,Glenroy,362500
Eview,Glenroy,922000
Stockdale,Glenroy,963500
Darren,Greensborough,740000
YPA,Greenvale,730000
RW,Greenvale,770000
Hodges,Hampton,2550000
RT,Hawthorn,2800000
Marshall,Hawthorn,1702000
Marshall,Hawthorn,3399000
Jellis,Hawthorn East,802500
Jellis,Hawthorn East,441000
hockingstuart,Hawthorn East,500000
Miles,Heidelberg,738000
Barry,Heidelberg Heights,800000
Jellis,Heidelberg Heights,680000
Haughton,Heidelberg West,605000
Haughton,Heidelberg West,580000
hockingstuart,Highett,1600000
Barry,Hillside,677000
Brad,Hillside,737500
Barry,Hoppers Crossing,520000
Sweeney,Hoppers Crossing,505000
hockingstuart,Hoppers Crossing,680000
Greg,Hoppers Crossing,442500
Ray,Hughesdale,1203500
Nelson,Ivanhoe,1475000
Nelson,Ivanhoe East,1640000
YPA,Jacana,590500
O'Brien,Keilor,895000
Edward,Kensington,400000
Jellis,Kew,825000
Jellis,Kew East,2258000
Buxton,Keysborough,1250000
Ray,Kings Park,520000
Ray,Knoxfield,1218000
Ray,Lalor,600000
Love,Lalor,487000
Love,Lalor,572000
Morrison,Lower Plenty,650000
Jellis,Malvern,1700000
Jellis,Malvern East,1060000
hockingstuart,Maribyrnong,530000
Raine,Maribyrnong,450000
Biggin,Maribyrnong,353000
Harcourts,Melbourne,720000
PRDNationwide,Melton,295000
hockingstuart,Melton South,347500
Reliance,Melton West,410000
Greg,Mentone,1485000
Greg,Middle Park,1750000
Barry,Mitcham,695000
Barry,Mitcham,655000
Jellis,Mitcham,775000
Noel,Mitcham,820000
Barry,Montmorency,900000
Barry,Montmorency,806000
Barry,Montmorency,980000
Woodards,Murrumbeena,1540000
Thomson,Murrumbeena,470000
iSell,Noble Park,730000
Leyton,Noble Park,676000
C21,Noble Park,805000
Nelson,North Melbourne,1126000
Jellis,North Melbourne,799000
J,North Melbourne,1285000
Jellis,Northcote,1512000
Barry,Nunawading,777000
Buxton,Oakleigh East,912000
Woodards,Ormond,1565000
Barry,Parkdale,1270000
Barry,Parkdale,1137500
Obrien,Parkdale,1415000
Nelson,Pascoe Vale,876000
Nelson,Pascoe Vale,736000
Nelson,Pascoe Vale,478000
Cayzer,Port Melbourne,1335000
Biggin,Prahran,740000
Marshall,Prahran,698000
Biggin,Prahran,780000
Haughton,Preston,920000
McGrath,Preston,1115000
Woodards,Preston,1171000
Nelson,Preston,1060000
Holland,Preston,617500
Ray,Reservoir,575000
hockingstuart,Reservoir,635000
Nelson,Reservoir,860000
hockingstuart,Richmond,615000
Biggin,Richmond,314000
Biggin,Richmond,1341000
Barry,Ringwood East,609000
Fletchers,Rosanna,1100000
Buxton,Sandringham,760000
Veitch,Seaford,795000
Village,Seddon,830000
Jellis,Seddon,940000
RT,South Yarra,2920000
Jellis,South Yarra,400000
hockingstuart,Southbank,600000
Morrison,St Helena,1387000
Buxton,St Kilda,480000
Brad,Sunbury,535000
Bells,Sunshine,1070000
Douglas,Sunshine North,750000
Douglas,Sunshine North,632000
Jellis,Surrey Hills,2505000
Noel,Surrey Hills,1785000
Jellis,Templestowe Lower,1375000
Harcourts,Thomastown,740000
McGrath,Thornbury,745000
Jellis,Thornbury,1225000
Sweeney,Truganina,390000
YPA,Tullamarine,695000
Miles,Viewbank,870000
Barry,Watsonia North,710000
YPA,Werribee,570000
Jas,West Footscray,597000
Nelson,West Melbourne,660000
hockingstuart,Williamstown,880000
Greg,Williamstown North,862000
Iconek,Wollert,595000
Jas,Yarraville,709500
hockingstuart,Armadale,520000
Ray,Brunswick,1790000
Walshe,Brunswick,640000
Jellis,Brunswick,1875000
Ray,Brunswick,1053000
Nelson,Brunswick,705000
Jellis,Armadale,3625000
Kay,Armadale,4200000
Jellis,Armadale,1101000
Marshall,Armadale,3512500
Walshe,Brunswick,1217000
Jellis,Brunswick,1020000
Nelson,Brunswick,1340000
Jellis,Armadale,869000
Jellis,Brunswick,1410000
Nelson,Brunswick,1550000
Nelson,Brunswick,740000
Nelson,Brunswick,592500
Nelson,Brunswick,370000
Nelson,Brunswick,765000
hockingstuart,Armadale,567000
Collins,Brunswick,772000
Nelson,Brunswick,1210000
Jellis,Brunswick,1755000
Nelson,Airport West,965000
Barry,Airport West,870000
Barry,Airport West,845000
Ace,Altona Meadows,600000
hockingstuart,Ardeer,650000
Jellis,Armadale,1800000
Marshall,Ashburton,1870000
Purplebricks,Ashburton,1620000
Barry,Attwood,840000
YPA,Attwood,714000
Brad,Avondale Heights,865000
Hodges,Avondale Heights,801000
Nelson,Avondale Heights,702500
Nelson,Avondale Heights,900000
Marshall,Balwyn,2400000
Marshall,Balwyn,3320000
hockingstuart,Balwyn North,2400000
VICPROP,Balwyn North,1683000
Marshall,Balwyn North,1000000
hockingstuart,Balwyn North,3225000
Purplebricks,Balwyn North,1730000
Jellis,Bentleigh,2478000
Jellis,Bentleigh East,1600000
hockingstuart,Blackburn,1940000
Ray,Blackburn South,1955000
Buxton,Bonbeach,1501000
O'Brien,Bonbeach,1031000
Buxton,Brighton,3820000
Marshall,Brighton,3850000
Buxton,Brighton,1850000
Buxton,Brighton,2100000
Marshall,Brighton East,2000000
RT,Brighton East,2220000
hockingstuart,Brunswick,2020000
Nelson,Brunswick West,1310000
Jellis,Bulleen,1830000
Ray,Bundoora,770000
HAR,Burnside,775100
YPA,Burnside Heights,860000
Buxton,Burwood,2315000
Harcourts,Burwood East,1260000
Marshall,Camberwell,2540000
YPA,Campbellfield,666000
Ray,Carnegie,1700000
Buxton,Cheltenham,1475000
Buxton,Cheltenham,1250000
Buxton,Cheltenham,700000
Ray,Clayton,800000
Woodards,Clayton,1004000
Collins,Clifton Hill,3100000
Barry,Coburg,1350000
Nelson,Coburg,1269000
Nelson,Coburg,1150000
Jellis,Coburg North,1190000
Stockdale,Craigieburn,655000
Barry,Craigieburn,435000
LJ,Craigieburn,620000
Ray,Craigieburn,580000
iTRAK,Cranbourne,910500
McGrath,Croydon,660000
Fletchers,Croydon,1115000
Fletchers,Croydon,1060000
Stockdale,Dallas,695000
Stockdale,Dallas,465000
Boutique,Dandenong North,775000
Boutique,Dandenong North,651800
Douglas,Deer Park,765000
Buxton,Dingley Village,1526000
Barry,Doncaster East,1155000
Philip,Doncaster East,1105000
Jellis,Doncaster East,1450000
HAR,Epping,625000
RW,Epping,656000
Millership,Epping,470000
Nelson,Essendon,1507000
Nelson,Essendon North,750000
Jellis,Fairfield,1900000
Ray,Fawkner,850000
Nelson,Flemington,1161000
Barry,Frankston,600000
Eview,Frankston,800000
Ray,Frankston,670000
Ray,Frankston,625000
Barry,Gladstone Park,760000
Barry,Gladstone Park,665000
Jellis,Glen Iris,2320000
Ray,Glen Waverley,1300000
Barry,Glen Waverley,1500000
Raine,Glenroy,780000
Nelson,Gowanbrae,290000
Nelson,Gowanbrae,790000
Darren,Greensborough,708000
Fletchers,Greensborough,985000
YPA,Greenvale,700000
buyMyplace,Greenvale,1400000
Stockdale,Hadfield,1077500
Eview,Hadfield,665000
hockingstuart,Hampton,2025000
Jellis,Hawthorn,502000
Jellis,Hawthorn,2750000
Marshall,Hawthorn East,1500000
Marshall,Hawthorn East,1350000
Barry,Heathmont,900000
Jellis,Heidelberg Heights,602000
Charlton,Highett,900000
Hodges,Highett,1776000
Obrien,Highett,1100000
Barry,Hillside,681000
HAR,Hillside,682100
Ray,Hoppers Crossing,500000
Greg,Hoppers Crossing,525000
Barry,Hoppers Crossing,515000
YPA,Jacana,616000
Brad,Keilor,1210000
Brad,Keilor Downs,900000
Jellis,Kew,1752000
Jellis,Kew East,2375000
Greg,Kingsville,1180000
hockingstuart,Kingsville,1170000
Marshall,Malvern East,2090000
Marshall,Malvern East,6125000
Rendina,Maribyrnong,1765000
Raine,Melton South,413000
HAR,Mernda,609000
Ray,Mernda,622000
Barry,Mill Park,744000
Barry,Mill Park,800000
Ray,Mill Park,688000
HAR,Mill Park,755000
Stockdale,Mill Park,705000
RW,Mill Park,654000
Noel,Mitcham,1050000
Noel,Mitcham,1230000
Morrison,Montmorency,1375000
Avion,Moonee Ponds,1635000
Jellis,Moorabbin,1050000
McGrath,Mooroolbark,870000
O'Brien,Mordialloc,1350000
Buxton,Murrumbeena,1720000
Raine,Newport,960000
Barry,Noble Park,790000
Gardiner,North Warrandyte,698000
Jellis,Northcote,1050000
Jellis,Northcote,2250000
Jellis,Northcote,2295000
Fletchers,Nunawading,1200000
Ray,Oakleigh South,986000
FN,Pakenham,490000
Buxton,Parkdale,1875000
Hodges,Parkdale,1400000
LJ,Point Cook,725000
Biggin,Port Melbourne,2200000
Jellis,Prahran,1960000
Stockdale,Preston,833000
Harcourts,Preston,1040000
Love,Preston,960000
Woodards,Princes Hill,1600000
Miles,Rosanna,1050000
Ray,Roxburgh Park,522500
Raine,Roxburgh Park,477000
Millership,South Morang,611000
HAR,South Morang,433500
hockingstuart,South Yarra,1350000
Jellis,South Yarra,2400000
iSell,Springvale,930000
Sweeney,St Albans,600000
Barry,St Albans,785000
Nelson,Strathmore,1370000
Nelson,Strathmore,1610000
Brad,Sunbury,566000
Raine,Sunbury,650000
YPA,Sunbury,530000
Jas,Sunshine,1050000
Jellis,Surrey Hills,2325000
Marshall,Surrey Hills,2900000
Jellis,Surrey Hills,2100000
Barry,Taylors Hill,610000
Barry,Taylors Hill,692000
Jellis,Templestowe,1700000
Barry,Templestowe Lower,1301000
Jellis,Templestowe Lower,1050000
Jellis,Templestowe Lower,1710000
Nelson,Thornbury,1170000
Philip,Vermont,1133000
Barry,Wallan,484000
PRDNationwide,Werribee,480000
Hodges,West Footscray,881000
Collins,West Melbourne,1230000
YPA,Westmeadows,490000
Reliance,Williams Landing,615000
Williams,Williamstown,1260000
HAR,Wollert,600000
Jas,Yarraville,985000
Jas,Yarraville,861000
Marshall,Armadale,405000
RE,Airport West,780000
Sweeney,Albanvale,555000
Douglas,Albion,580000
Barry,Ardeer,627000
Jellis,Ashwood,1540000
VICProp,Balwyn,3812000
Jellis,Balwyn North,1755000
McGrath,Bayswater,606000
hockingstuart,Bentleigh,1435000
Woodards,Bentleigh East,1260000
C21,Berwick,620000
Hodges,Black Rock,600000
Ray,Blackburn South,615000
Noel,Boronia,770000
Buxton,Brighton,845000
YPA,Broadmeadows,706000
Reliance,Brookfield,456000
Jellis,Brunswick,650000
Nicholson,Brunswick East,620000
Nicholson,Brunswick East,683000
Jellis,Brunswick East,501000
hockingstuart,Brunswick East,615000
Jellis,Brunswick West,1150000
Ray,Burwood East,835000
HAR,Cairnlea,640000
Jellis,Camberwell,1280000
Fletchers,Camberwell,2500000
Philip,Camberwell,600800
Woodards,Carnegie,1151000
Buxton,Carrum,625000
Harcourts,Carrum Downs,480000
Buxton,Chadstone,1050000
Ray,Chelsea Heights,835500
O'Brien,Cheltenham,1740000
Ray,Clifton Hill,591000
Nelson,Coburg,1400000
Nelson,Coburg,996000
Nelson,Coburg North,1011000
Ray,Coburg North,830000
LJ,Craigieburn,510000
YPA,Craigieburn,590000
Ray,Craigieburn,390000
Ray,Cranbourne North,500000
Barry,Doncaster,1420000
Biggin,Doncaster East,1460000
Stockdale,Doveton,450000
Biggin,Elsternwick,834500
Buckingham,Eltham North,920000
Chisholm,Elwood,930000
Chisholm,Elwood,720000
Chisholm,Elwood,1035000
Chisholm,Elwood,715000
Kaye,Emerald,655000
O'Brien,Endeavour Hills,630000
O'Brien,Endeavour Hills,676000
hockingstuart,Epping,658000
Darren,Epping,500000
HAR,Epping,560000
Love,Epping,503000
Jellis,Fairfield,1800000
Ray,Ferntree Gully,861000
Ray,Ferntree Gully,890000
Jas,Footscray,370000
hockingstuart,Frankston,680000
C21,Frankston North,570000
Bowman,Frankston South,945000
Woodards,Glen Huntly,450000
Jellis,Glen Iris,955000
Stockdale,Glenroy,820000
FN,Glenroy,680000
Darren,Greensborough,770000
Morrison,Greensborough,900000
hockingstuart,Heidelberg,835000
Charlton,Highett,1200000
Hodges,Highett,1030000
hockingstuart,Highett,1200000
hockingstuart,Highett,1150000
YPA,Hillside,618350
Ray,Hoppers Crossing,540000
Miles,Ivanhoe,2530000
Nelson,Keilor Park,750000
McDonald,Keilor Park,765000
Buckingham,Kew,1405000
Jellis,Kew,3015000
Biggin,Keysborough,745000
hockingstuart,Kurunjang,375000
HAR,Lalor,444000
Langwell,Lalor,544000
Love,Lalor,580500
Jas,Maidstone,670000
Jas,Maidstone,821000
RW,Meadow Heights,360000
Barry,Meadow Heights,510000
MICM,Melbourne,565000
YPA,Melton South,385000
hockingstuart,Melton West,427500
Ray,Mill Park,668000
Ray,Mill Park,650000
Hodges,Moonee Ponds,1400000
Fletchers,Mooroolbark,696000
Ray,Mount Waverley,1406000
Hall,Mulgrave,9000000
Harcourts,Mulgrave,1001000
Weston,Murrumbeena,540000
hockingstuart,Murrumbeena,910000
Thomson,Murrumbeena,295000
Gunn&Co,Newport,582000
Barry,Noble Park,695000
Jellis,Northcote,1515000
Ray,Nunawading,813000
Hodges,Oak Park,545000
Woodards,Oak Park,1300000
Considine,Oak Park,1260000
hockingstuart,Pascoe Vale,940000
hockingstuart,Point Cook,620000
Marshall,Port Melbourne,1722500
McGrath,Preston,1485000
hockingstuart,Reservoir,672000
Marshall,Richmond,330000
HAR,Ringwood East,1400000
Buxton,Ripponlea,558500
YPA,Roxburgh Park,460000
Ray,Roxburgh Park,490000
hockingstuart,Sandringham,1660000
Hodges,Sandringham,1235000
hockingstuart,Seaford,870000
O'Brien,Seaford,880000
Village,Seddon,945000
Sweeney,South Kingsville,730000
Marshall,South Melbourne,980000
Ray,South Yarra,570000
hockingstuart,St Kilda,600000
Brad,Sunbury,360000
Leeburn,Sunbury,475000
One,Sunbury,495000
Barry,Sunshine West,695000
Barry,Sunshine West,760000
S&L,Sunshine West,583500
Prof.,Sydenham,585000
Barry,Templestowe Lower,1245000
Barry,Templestowe Lower,2000000
HAR,Thomastown,407000
Nelson,Thornbury,891000
hockingstuart,Tullamarine,615500
Jason,Tullamarine,300000
Harcourts,Wantirna South,1310000
hockingstuart,Werribee,645000
YPA,Werribee,482500
hockingstuart,Werribee,394000
YPA,Westmeadows,821000
Barry,Westmeadows,635000
Ray,Whittlesea,601000
Williams,Williamstown,1050000
Williams,Williamstown,385000
hockingstuart,Windsor,560000
Village,Yarraville,2450000
Jellis,Brunswick,945000
Nelson,Brunswick,755000
Crane,Caroline Springs,560000
Area,Keysborough,771000
Biggin,Maidstone,611500
C21,Noble Park,627500
Barry,Westmeadows,791000
